"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_45484",130978,"INHS_130978.JPG","45484","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45484.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10127399,2049,2048.3,542,541.07,162,164.58,148,147.03,294,14847,131096,0,-0.98,391.838,"cm",0.3,"INHS_FISH_45484_measure.json",52.29,52.27,13.83,13.81,4.13,4.2,3.78,3.75,7.5,0.97,8.54,"mm"
"INHS_FISH_45487",130979,"INHS_130979.JPG","45487","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45487.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9589318,1560,1559.46,387,391.27,115,138.96,95,94.05,127,5250,61233,0,-1.4,392.381,"cm",-1.94,"INHS_FISH_45487_measure.json",39.76,39.74,9.86,9.97,2.93,3.54,2.42,2.4,3.24,0.34,3.98,"mm"
"INHS_FISH_45623",131007,"INHS_131007.JPG","45623","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45623.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10694012,2184,2183,512,511.47,153,156.73,166,167.89,264,17153,114928,0,0.1,394.01,"cm",1.92,"INHS_FISH_45623_measure.json",55.43,55.4,12.99,12.98,3.88,3.98,4.21,4.26,6.7,1.1,7.4,"mm"
"INHS_FISH_45637",131010,"INHS_131010.JPG","45637","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45637.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10182577,1758,1757.01,437,437.74,115,119.64,126,125.2,210,10634,75703,0,-0.23,396.659,"cm",-2.66,"INHS_FISH_45637_measure.json",44.32,44.3,11.02,11.04,2.9,3.02,3.18,3.16,5.29,0.68,4.81,"mm"
"INHS_FISH_45640",131013,"INHS_131013.JPG","45640","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45640.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10782767,2346,2345.79,539,540.05,144,156,165,164,277,17761,123233,0,-1.49,356.539,"cm",7.41,"INHS_FISH_45640_measure.json",65.8,65.79,15.12,15.15,4.04,4.38,4.63,4.6,7.77,1.4,9.69,"mm"
"INHS_FISH_45655",131017,"INHS_131017.JPG","45655","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45655.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10990942,1657,1657.02,423,422.12,118,120.83,126,125.57,225,11325,74753,0,-2.01,392.036,"cm",3.68,"INHS_FISH_45655_measure.json",42.27,42.27,10.79,10.77,3.01,3.08,3.21,3.2,5.74,0.74,4.86,"mm"
"INHS_FISH_45686",131025,"INHS_131025.JPG","45686","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45686.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10953664,1119,1118.99,296,295.11,72,78.79,97,96.33,156,6398,38816,0,-2.41,394.443,"cm",5.26,"INHS_FISH_45686_measure.json",28.37,28.37,7.5,7.48,1.83,2,2.46,2.44,3.95,0.41,2.49,"mm"
"INHS_FISH_46162",131145,"INHS_131145.JPG","46162","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46162.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10361610,2366,2365.37,516,515.16,140,150.05,148,147.05,290,14607,128029,0,-1.02,338.877,"cm",-0.39,"INHS_FISH_46162_measure.json",69.82,69.8,15.23,15.2,4.13,4.43,4.37,4.34,8.56,1.27,11.15,"mm"
"INHS_FISH_46357",131219,"INHS_131219.JPG","46357","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46357.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11447805,1711,1710.7,389,388.01,90,102.47,129,128.32,233,10692,79889,0,-1.64,395.714,"cm",8.29,"INHS_FISH_46357_measure.json",43.24,43.23,9.83,9.81,2.27,2.59,3.26,3.24,5.89,0.68,5.1,"mm"
"INHS_FISH_46468",131248,"INHS_131248.JPG","46468","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46468.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10887333,1220,1219.02,291,290.04,71,71.85,101,100.24,164,6578,42137,0,0.33,393.073,"cm",-1.3,"INHS_FISH_46468_measure.json",31.04,31.01,7.4,7.38,1.81,1.83,2.57,2.55,4.17,0.43,2.73,"mm"
"INHS_FISH_46547",131272,"INHS_131272.JPG","46547","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46547.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11387373,1698,1697.01,401,400.1,105,113.09,138,137.09,233,11872,76256,0,-0.2,392.463,"cm",6.62,"INHS_FISH_46547_measure.json",43.27,43.24,10.22,10.19,2.68,2.88,3.52,3.49,5.94,0.77,4.95,"mm"
"INHS_FISH_47012",131389,"INHS_131389.JPG","47012","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47012.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11128783,2184,2183.15,453,452.16,119,131.1,141,140.51,257,13275,102791,0,-0.68,397.509,"cm",1.5,"INHS_FISH_47012_measure.json",54.94,54.92,11.4,11.37,2.99,3.3,3.55,3.53,6.47,0.84,6.51,"mm"
"INHS_FISH_47082",131403,"INHS_131403.JPG","47082","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47082.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9272444,1314,1313,329,329.76,87,90.8,99,98,186,7222,54717,0,-0.09,391.759,"cm",-5.14,"INHS_FISH_47082_measure.json",33.54,33.52,8.4,8.42,2.22,2.32,2.53,2.5,4.75,0.47,3.57,"mm"
"INHS_FISH_47084",131404,"INHS_131404.JPG","47084","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47084.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10531972,1399,1398.46,320,319.57,84,100.96,84,83.73,104,4706,45742,0,-1.48,393.04,"cm",-3.36,"INHS_FISH_47084_measure.json",35.59,35.58,8.14,8.13,2.14,2.57,2.14,2.13,2.65,0.3,2.96,"mm"
"INHS_FISH_47091",131405,"INHS_131405.JPG","47091","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47091.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10493220,2087,2086.16,455,455.13,124,134.46,144,143.89,257,14489,97160,0,-0.71,363.701,"cm",1.15,"INHS_FISH_47091_measure.json",57.38,57.36,12.51,12.51,3.41,3.7,3.96,3.96,7.07,1.1,7.35,"mm"
"INHS_FISH_47856",131617,"INHS_131617.JPG","47856","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47856.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10974752,1826,1825.05,427,429.8,112,114.76,138,137.01,222,13511,76548,-0.01,0.41,363.122,"cm",0.16,"INHS_FISH_47856_measure.json",50.29,50.26,11.76,11.84,3.08,3.16,3.8,3.77,6.11,1.02,5.81,"mm"
"INHS_FISH_48404",131761,"INHS_131761.JPG","48404","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48404.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10292676,1609,1608,410,410.67,109,109.77,122,121.59,222,11083,76942,0,0.11,390.954,"cm",-2.08,"INHS_FISH_48404_measure.json",41.16,41.13,10.49,10.5,2.79,2.81,3.12,3.11,5.68,0.73,5.03,"mm"
"INHS_FISH_48405",131762,"INHS_131762.JPG","48405","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48405.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10415646,1578,1579.57,395,396.34,104,122.64,104,104.74,215,6603,74324,0,-3.27,392.704,"cm",12.44,"INHS_FISH_48405_measure.json",40.18,40.22,10.06,10.09,2.65,3.12,2.65,2.67,5.47,0.43,4.82,"mm"
"INHS_FISH_48421",131767,"INHS_131767.JPG","48421","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48421.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755441,1948,1947,487,487.19,141,144.16,135,134.03,260,12273,105518,0,0.06,393.64,"cm",0.03,"INHS_FISH_48421_measure.json",49.49,49.46,12.37,12.38,3.58,3.66,3.43,3.4,6.61,0.79,6.81,"mm"
"INHS_FISH_48601",131819,"INHS_131819.JPG","48601","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48601.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10151392,2164,2163.01,555,554.52,147,157.66,152,151.33,299,16235,142088,0,-0.19,391.058,"cm",-2.33,"INHS_FISH_48601_measure.json",55.34,55.31,14.19,14.18,3.76,4.03,3.89,3.87,7.65,1.06,9.29,"mm"
"INHS_FISH_48618",131825,"INHS_131825.JPG","48618","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48618.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11580989,1837,1836,450,451.15,119,119.27,133,132.06,222,11637,82101,0,-0.12,394.542,"cm",-4.62,"INHS_FISH_48618_measure.json",46.56,46.53,11.41,11.43,3.02,3.02,3.37,3.35,5.63,0.75,5.27,"mm"
"INHS_FISH_48641",131831,"INHS_131831.JPG","48641","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48641.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11073948,2085,2084.75,446,445.14,102,109.2,148,147,246,15599,93321,0,-1.54,392.061,"cm",0.62,"INHS_FISH_48641_measure.json",53.18,53.17,11.38,11.35,2.6,2.79,3.77,3.75,6.27,1.01,6.07,"mm"
"INHS_FISH_49726",131922,"INHS_131922.JPG","49726","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49726.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11282398,1631,1630.14,392,391.33,107,107.17,114,113.64,204,8505,68341,0,-0.74,391.761,"cm",3.51,"INHS_FISH_49726_measure.json",41.63,41.61,10.01,9.99,2.73,2.74,2.91,2.9,5.21,0.55,4.45,"mm"
"INHS_FISH_49736",131923,"INHS_131923.JPG","49736","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49736.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10236583,3353,3352.1,719,718.23,213,222.99,207,206.09,370,25961,217886,0,-0.44,329.983,"cm",-2.49,"INHS_FISH_49736_measure.json",101.61,101.58,21.79,21.77,6.45,6.76,6.27,6.25,11.21,2.38,20.01,"mm"
"INHS_FISH_49923",131981,"INHS_131981.JPG","49923","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49923.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10974834,1121,1120.38,293,292.03,69,70.21,100,99.13,156,6523,39778,0,-1.48,394.993,"cm",11.23,"INHS_FISH_49923_measure.json",28.38,28.36,7.42,7.39,1.75,1.78,2.53,2.51,3.95,0.42,2.55,"mm"
"INHS_FISH_50050",132017,"INHS_132017.JPG","50050","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50050.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10994938,2099,2098.05,475,474.21,134,137.54,136,135.83,248,12806,99897,0,-0.41,394.594,"cm",1.01,"INHS_FISH_50050_measure.json",53.19,53.17,12.04,12.02,3.4,3.49,3.45,3.44,6.28,0.82,6.42,"mm"
"INHS_FISH_50068",132021,"INHS_132021.JPG","50068","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50068.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11121364,2183,2182.02,546,545.01,157,158.53,169,171.02,281,21820,121748,0,-0.24,392.461,"cm",3.67,"INHS_FISH_50068_measure.json",55.62,55.6,13.91,13.89,4,4.04,4.31,4.36,7.16,1.42,7.9,"mm"
"INHS_FISH_50071",132024,"INHS_132024.JPG","50071","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50071.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9915529,1254,1253.52,288,287.14,76,85.88,95,94.34,164,6096,41848,0,-1.65,391.76,"cm",-1.1,"INHS_FISH_50071_measure.json",32.01,32,7.35,7.33,1.94,2.19,2.42,2.41,4.19,0.4,2.73,"mm"
"INHS_FISH_50103",132030,"INHS_132030.JPG","50103","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50103.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10814033,1782,1781.34,424,423.93,119,121.4,120,119.27,225,9263,77870,0,-1.13,394.441,"cm",-2.09,"INHS_FISH_50103_measure.json",45.18,45.16,10.75,10.75,3.02,3.08,3.04,3.02,5.7,0.6,5.01,"mm"
"INHS_FISH_50104",132031,"INHS_132031.JPG","50104","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50104.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11065141,1485,1484.65,404,403.55,114,126.57,120,119.21,214,10150,70737,-0.02,-1.7,396.228,"cm",14.61,"INHS_FISH_50104_measure.json",37.48,37.47,10.2,10.18,2.88,3.19,3.03,3.01,5.4,0.65,4.51,"mm"
"INHS_FISH_50378",132118,"INHS_132118.JPG","50378","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50378.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11259765,1057,1056.52,266,265.54,56,59.14,92,91.27,148,5542,35451,0,-1.79,396.659,"cm",12.87,"INHS_FISH_50378_measure.json",26.65,26.64,6.71,6.69,1.41,1.49,2.32,2.3,3.73,0.35,2.25,"mm"
"INHS_FISH_51451",132411,"INHS_132411.JPG","51451","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51451.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11004924,1826,1825.11,482,481.27,149,152.83,138,138.18,269,14382,104153,0,-0.63,392.646,"cm",4.59,"INHS_FISH_51451_measure.json",46.5,46.48,12.28,12.26,3.79,3.89,3.51,3.52,6.85,0.93,6.76,"mm"
"INHS_FISH_51491",132426,"INHS_132426.JPG","51491","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51491.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11092286,2192,2191,520,519,148,157.54,146,145.12,277,14321,116325,0,0.1,393.759,"cm",3.31,"INHS_FISH_51491_measure.json",55.67,55.64,13.21,13.18,3.76,4,3.71,3.69,7.03,0.92,7.5,"mm"
"INHS_FISH_51678",132462,"INHS_132462.JPG","51678","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51678.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11113006,1998,1997.4,451,450.81,118,123.97,126,125.04,226,10742,86190,0,-1.15,391.682,"cm",8.51,"INHS_FISH_51678_measure.json",51.01,51,11.51,11.51,3.01,3.17,3.22,3.19,5.77,0.7,5.62,"mm"
"INHS_FISH_51799",132490,"INHS_132490.JPG","51799","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51799.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11495496,1437,1436.17,346,347.09,91,91.2,123,122.69,187,9284,53852,0,0.88,393.471,"cm",5.02,"INHS_FISH_51799_measure.json",36.52,36.5,8.79,8.82,2.31,2.32,3.13,3.12,4.75,0.6,3.48,"mm"
"INHS_FISH_51878",132511,"INHS_132511.JPG","51878","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51878.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11258375,1908,1907,481,481.5,125,126.59,149,149.63,251,15818,100008,0,0.06,393.26,"cm",3.24,"INHS_FISH_51878_measure.json",48.52,48.49,12.23,12.24,3.18,3.22,3.79,3.8,6.38,1.02,6.47,"mm"
"INHS_FISH_52831",132743,"INHS_132743.JPG","52831","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_52831.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11483400,1126,1125.26,256,255.16,45,50.09,80,79.03,132,4710,30201,0,-1.22,393.462,"cm",1.68,"INHS_FISH_52831_measure.json",28.62,28.6,6.51,6.48,1.14,1.27,2.03,2.01,3.35,0.3,1.95,"mm"
"INHS_FISH_53960",132995,"INHS_132995.JPG","53960","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_53960.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11138935,1785,1784.09,463,462.62,123,128.74,156,155,256,16448,98502,0,0.58,394.614,"cm",5.15,"INHS_FISH_53960_measure.json",45.23,45.21,11.73,11.72,3.12,3.26,3.95,3.93,6.49,1.06,6.33,"mm"
"INHS_FISH_53966",132997,"INHS_132997.JPG","53966","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_53966.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11321092,1769,1768.01,412,411.03,115,123.13,120,120.21,210,9396,71341,0,-0.23,394.515,"cm",3.29,"INHS_FISH_53966_measure.json",44.84,44.81,10.44,10.42,2.91,3.12,3.04,3.05,5.32,0.6,4.58,"mm"
"INHS_FISH_54290",133080,"INHS_133080.JPG","54290","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54290.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11406759,1614,1613.12,419,421.22,109,110.32,138,137,216,12506,78204,0,0.71,396.925,"cm",3.6,"INHS_FISH_54290_measure.json",40.66,40.64,10.56,10.61,2.75,2.78,3.48,3.45,5.44,0.79,4.96,"mm"
"INHS_FISH_54292",133081,"INHS_133081.JPG","54292","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54292.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11406859,1510,1509.05,373,372.02,94,98.67,125,124.02,208,9953,63941,0.02,-0.46,392.705,"cm",6.56,"INHS_FISH_54292_measure.json",38.45,38.43,9.5,9.47,2.39,2.51,3.18,3.16,5.3,0.65,4.15,"mm"
"INHS_FISH_54294",133082,"INHS_133082.JPG","54294","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54294.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11010429,1995,1994,521,520.14,157,163.32,162,161.2,297,17649,123713,0,0.11,394.574,"cm",1.2,"INHS_FISH_54294_measure.json",50.56,50.54,13.2,13.18,3.98,4.14,4.11,4.09,7.53,1.13,7.95,"mm"
"INHS_FISH_54317",133098,"INHS_133098.JPG","54317","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54317.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11282800,1406,1405.63,300,299.67,60,61.19,91,92.65,173,6770,46297,0,-1.71,394.215,"cm",-1.81,"INHS_FISH_54317_measure.json",35.67,35.66,7.61,7.6,1.52,1.55,2.31,2.35,4.39,0.44,2.98,"mm"
"INHS_FISH_54318",133099,"INHS_133099.JPG","54318","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54318.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10959796,2108,2107.01,514,516.27,150,150.21,140,140.16,265,14078,111740,0,-0.19,394.345,"cm",1.67,"INHS_FISH_54318_measure.json",53.46,53.43,13.03,13.09,3.8,3.81,3.55,3.55,6.72,0.91,7.19,"mm"
"INHS_FISH_54319",133100,"INHS_133100.JPG","54319","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54319.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11297780,1976,1975.26,394,393.08,94,103.79,124,123.41,239,11851,83879,0,-0.93,392.429,"cm",1.24,"INHS_FISH_54319_measure.json",50.35,50.33,10.04,10.02,2.4,2.64,3.16,3.14,6.09,0.77,5.45,"mm"
"INHS_FISH_54320",133101,"INHS_133101.JPG","54320","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54320.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11424726,1478,1477.28,345,344.84,87,90.52,115,114.16,194,8238,55803,0.01,-1.12,394.697,"cm",2.24,"INHS_FISH_54320_measure.json",37.45,37.43,8.74,8.74,2.2,2.29,2.91,2.89,4.92,0.53,3.58,"mm"
"INHS_FISH_5553",122940,"INHS_122940.JPG","5553","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5553.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10956591,1757,1756.13,413,420.08,96,96.08,119,118.02,235,10647,85986,0,0.69,395.101,"cm",0.67,"INHS_FISH_5553_measure.json",44.47,44.45,10.45,10.63,2.43,2.43,3.01,2.99,5.95,0.68,5.51,"mm"
"INHS_FISH_5569",122948,"INHS_122948.JPG","5569","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5569.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11570519,1259,1258.06,306,308.02,82,83.55,86,85.05,169,5232,45950,0,0.55,393.217,"cm",2.44,"INHS_FISH_5569_measure.json",32.02,31.99,7.78,7.83,2.09,2.12,2.19,2.16,4.3,0.34,2.97,"mm"
"INHS_FISH_55734",133320,"INHS_133320.JPG","55734","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55734.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10585990,1911,1910.32,478,477.1,140,141.42,150,149.08,241,15121,92024,0,-1.05,391.373,"cm",0.27,"INHS_FISH_55734_measure.json",48.83,48.81,12.21,12.19,3.58,3.61,3.83,3.81,6.16,0.99,6.01,"mm"
"INHS_FISH_55761",133327,"INHS_133327.JPG","55761","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55761.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10826759,2265,2264,490,489.01,139,140.73,147,146.09,250,14740,102260,-0.01,0.1,390.464,"cm",11.84,"INHS_FISH_55761_measure.json",58.01,57.98,12.55,12.52,3.56,3.6,3.76,3.74,6.4,0.97,6.71,"mm"
"INHS_FISH_55788",133334,"INHS_133334.JPG","55788","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55788.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10632818,1573,1572.15,383,382.52,105,106.89,122,121.07,212,10088,68169,0,0.8,395.411,"cm",0.15,"INHS_FISH_55788_measure.json",39.78,39.76,9.69,9.67,2.66,2.7,3.09,3.06,5.36,0.65,4.36,"mm"
"INHS_FISH_55841",133344,"INHS_133344.JPG","55841","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55841.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10934007,2018,2017.55,469,468.15,125,135,140,139.06,252,13501,103714,0,-1.33,392.625,"cm",-0.48,"INHS_FISH_55841_measure.json",51.4,51.39,11.95,11.92,3.18,3.44,3.57,3.54,6.42,0.88,6.73,"mm"
"INHS_FISH_5622",122961,"INHS_122961.JPG","5622","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5622.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11361512,1501,1500.01,363,364.31,94,95.04,113,112.75,200,8543,61562,0,0.15,393.236,"cm",5.93,"INHS_FISH_5622_measure.json",38.17,38.15,9.23,9.26,2.39,2.42,2.87,2.87,5.09,0.55,3.98,"mm"
"INHS_FISH_56360",133435,"INHS_133435.JPG","56360","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_56360.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11217033,1466,1465.29,408,407.65,110,116.06,131,130.25,226,12074,73616,0,-1.13,395.198,"cm",-2.33,"INHS_FISH_56360_measure.json",37.1,37.08,10.32,10.32,2.78,2.94,3.31,3.3,5.72,0.77,4.71,"mm"
"INHS_FISH_5672",122971,"INHS_122971.JPG","5672","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5672.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10815147,1458,1457.09,309,308.47,61,70.33,94,93.65,182,6185,49868,0,-0.63,396.007,"cm",4.66,"INHS_FISH_5672_measure.json",36.82,36.79,7.8,7.79,1.54,1.78,2.37,2.36,4.6,0.39,3.18,"mm"
"INHS_FISH_56846",133565,"INHS_133565.JPG","56846","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_56846.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972153,1077,1076.09,255,254.28,56,61.74,83,82.1,145,5012,32767,0,-0.75,393.272,"cm",-2.17,"INHS_FISH_56846_measure.json",27.39,27.36,6.48,6.47,1.42,1.57,2.11,2.09,3.69,0.32,2.12,"mm"
"INHS_FISH_57044",133637,"INHS_133637.JPG","57044","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57044.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10494551,1497,1496.36,394,393.79,113,135.07,111,110.65,214,8868,74471,0,-1.26,394.571,"cm",2.62,"INHS_FISH_57044_measure.json",37.94,37.92,9.99,9.98,2.86,3.42,2.81,2.8,5.42,0.57,4.78,"mm"
"INHS_FISH_57047",133638,"INHS_133638.JPG","57047","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57047.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11060777,2065,2064.01,496,500.07,144,144.12,149,150.63,300,15367,127478,0,0.17,395.031,"cm",-4.79,"INHS_FISH_57047_measure.json",52.27,52.25,12.56,12.66,3.65,3.65,3.77,3.81,7.59,0.98,8.17,"mm"
"INHS_FISH_5716",122981,"INHS_122981.JPG","5716","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5716.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11295972,2006,2005.44,469,468.52,98,106.23,137,137.77,261,13194,108223,0,-1.2,393.128,"cm",10.07,"INHS_FISH_5716_measure.json",51.03,51.01,11.93,11.92,2.49,2.7,3.48,3.5,6.64,0.85,7,"mm"
"INHS_FISH_57605",133805,"INHS_133805.JPG","57605","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57605.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10941994,2042,2041.04,401,400,92,99.54,122,122.05,232,10203,85954,0,0.34,394.746,"cm",-0.94,"INHS_FISH_57605_measure.json",51.73,51.71,10.16,10.13,2.33,2.52,3.09,3.09,5.88,0.65,5.52,"mm"
"INHS_FISH_57626",133813,"INHS_133813.JPG","57626","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57626.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972805,1817,1816.25,417,416.17,101,106.57,131,130,236,11861,91334,0,-0.95,394.096,"cm",-0.41,"INHS_FISH_57626_measure.json",46.11,46.09,10.58,10.56,2.56,2.7,3.32,3.3,5.99,0.76,5.88,"mm"
