"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_45251",130933,"INHS_130933.JPG","45251","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45251.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10929580,1674,1677.02,350,354.12,79,111.02,104,103.17,115,7715,58217,177.81,-3.97,395.248,"cm",-2.82,"INHS_FISH_45251",NA,NA,42.35,42.43,8.86,8.96,2,2.81,2.63,2.61,2.91,0.49,3.73,"mm"
"INHS_FISH_45480",130977,"INHS_130977.JPG","45480","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45480.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10936760,2149,2157.2,525,528.65,137,137.62,148,147.09,264,16137,109706,7.77,5.29,391.94,"cm",5.69,"INHS_FISH_45480",NA,NA,54.83,55.04,13.39,13.49,3.5,3.51,3.78,3.75,6.74,1.05,7.14,"mm"
"INHS_FISH_45484",130978,"INHS_130978.JPG","45484","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45484.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10127399,2047,2046,535,534.79,164,166.05,144,143.13,294,14196,130170,1.25,0.11,391.838,"cm",1.05,"INHS_FISH_45484",NA,NA,52.24,52.22,13.65,13.65,4.19,4.24,3.67,3.65,7.5,0.92,8.48,"mm"
"INHS_FISH_45487",130979,"INHS_130979.JPG","45487","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45487.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9589318,1558,1558.76,385,389.63,113,139.62,95,94.13,128,5251,61233,178.29,-2.72,392.381,"cm",-1.94,"INHS_FISH_45487",NA,NA,39.71,39.73,9.81,9.93,2.88,3.56,2.42,2.4,3.26,0.34,3.98,"mm"
"INHS_FISH_45623",131007,"INHS_131007.JPG","45623","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45623.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10694012,2181,2181.47,510,509.88,154,157.09,164,164.22,266,17155,114928,2.52,2.1,394.01,"cm",1.92,"INHS_FISH_45623",NA,NA,55.35,55.37,12.94,12.94,3.91,3.99,4.16,4.17,6.75,1.11,7.4,"mm"
"INHS_FISH_45637",131010,"INHS_131010.JPG","45637","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45637.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10182577,1757,1757.32,438,437.77,114,119.85,126,125.14,210,10633,75703,178.01,-2.22,396.659,"cm",-2.66,"INHS_FISH_45637",NA,NA,44.29,44.3,11.04,11.04,2.87,3.02,3.18,3.15,5.29,0.68,4.81,"mm"
"INHS_FISH_45640",131013,"INHS_131013.JPG","45640","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45640.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10782767,2331,2344.24,540,539.18,151,155.71,163,162.01,277,17762,123232,8.05,6.32,356.539,"cm",7.41,"INHS_FISH_45640",NA,NA,65.38,65.75,15.15,15.12,4.24,4.37,4.57,4.54,7.77,1.4,9.69,"mm"
"INHS_FISH_45655",131017,"INHS_131017.JPG","45655","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45655.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10990942,1655,1656.23,420,420.22,120,122.78,124,123.79,222,11323,74757,5.32,2.98,392.036,"cm",3.68,"INHS_FISH_45655",NA,NA,42.22,42.25,10.71,10.72,3.06,3.13,3.16,3.16,5.66,0.74,4.86,"mm"
"INHS_FISH_45686",131025,"INHS_131025.JPG","45686","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45686.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10953664,1118,1118.61,295,294.24,75,79.38,97,96,157,6401,38822,5.63,3.07,394.443,"cm",5.26,"INHS_FISH_45686",NA,NA,28.34,28.36,7.48,7.46,1.9,2.01,2.46,2.43,3.98,0.41,2.5,"mm"
"INHS_FISH_46162",131145,"INHS_131145.JPG","46162","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46162.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10361610,2366,2365.14,516,515.31,140,153.52,148,147.05,292,14606,128030,0.65,-0.63,338.877,"cm",-0.39,"INHS_FISH_46162",NA,NA,69.82,69.79,15.23,15.21,4.13,4.53,4.37,4.34,8.62,1.27,11.15,"mm"
"INHS_FISH_46357",131219,"INHS_131219.JPG","46357","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46357.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11447805,1697,1708.71,388,387.19,97,103.46,128,127.14,236,10685,79900,9.13,6.99,395.714,"cm",8.29,"INHS_FISH_46357",NA,NA,42.88,43.18,9.81,9.78,2.45,2.61,3.23,3.21,5.96,0.68,5.1,"mm"
"INHS_FISH_46468",131248,"INHS_131248.JPG","46468","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46468.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10887333,1220,1219.12,291,290,72,72.01,100,99.01,164,6578,42139,178.81,-0.8,393.073,"cm",-1.3,"INHS_FISH_46468",NA,NA,31.04,31.02,7.4,7.38,1.83,1.83,2.54,2.52,4.17,0.43,2.73,"mm"
"INHS_FISH_46547",131272,"INHS_131272.JPG","46547","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46547.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11387373,1687,1695.79,399,398.28,109,112.54,136,135.09,235,11869,76259,6.79,6.16,392.463,"cm",6.62,"INHS_FISH_46547",NA,NA,42.98,43.21,10.17,10.15,2.78,2.87,3.47,3.44,5.99,0.77,4.95,"mm"
"INHS_FISH_47012",131389,"INHS_131389.JPG","47012","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47012.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11128783,2183,2182.55,453,452,121,129.45,140,139.06,257,13274,102792,2.08,1.29,397.509,"cm",1.5,"INHS_FISH_47012",NA,NA,54.92,54.91,11.4,11.37,3.04,3.26,3.52,3.5,6.47,0.84,6.51,"mm"
"INHS_FISH_47082",131403,"INHS_131403.JPG","47082","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47082.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9272444,1310,1311.76,330,329.61,85,89.19,98,97.13,185,7222,54715,176.02,-3.72,391.759,"cm",-5.14,"INHS_FISH_47082",NA,NA,33.44,33.48,8.42,8.41,2.17,2.28,2.5,2.48,4.72,0.47,3.57,"mm"
"INHS_FISH_47084",131404,"INHS_131404.JPG","47084","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47084.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10531972,1396,1397.47,319,319.51,82,101.02,83,82.49,101,4705,45741,177.79,-3.4,393.04,"cm",-3.36,"INHS_FISH_47084",NA,NA,35.52,35.56,8.12,8.13,2.09,2.57,2.11,2.1,2.57,0.3,2.96,"mm"
"INHS_FISH_47091",131405,"INHS_131405.JPG","47091","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47091.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10493220,2087,2086.65,456,455.63,126,134.83,143,142.06,259,14488,97158,2.09,1.43,363.701,"cm",1.15,"INHS_FISH_47091",NA,NA,57.38,57.37,12.54,12.53,3.46,3.71,3.93,3.91,7.12,1.1,7.34,"mm"
"INHS_FISH_47856",131617,"INHS_131617.JPG","47856","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47856.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10974752,1826,1825.46,426,429.94,112,115.21,138,137.06,220,13511,76548,0.88,1.29,363.122,"cm",0.16,"INHS_FISH_47856",NA,NA,50.29,50.27,11.73,11.84,3.08,3.17,3.8,3.77,6.06,1.02,5.81,"mm"
"INHS_FISH_48404",131761,"INHS_131761.JPG","48404","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48404.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10292676,1609,1608.21,411,411.1,110,110.16,121,120,222,11081,76942,179,-0.93,390.954,"cm",-2.08,"INHS_FISH_48404",NA,NA,41.16,41.14,10.51,10.52,2.81,2.82,3.09,3.07,5.68,0.72,5.03,"mm"
"INHS_FISH_48405",131762,"INHS_131762.JPG","48405","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48405.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10415646,1552,1576.43,399,398.01,117,124.65,105,104.17,216,6602,74310,14.14,10.3,392.704,"cm",12.44,"INHS_FISH_48405",NA,NA,39.52,40.14,10.16,10.14,2.98,3.17,2.67,2.65,5.5,0.43,4.82,"mm"
"INHS_FISH_48421",131767,"INHS_131767.JPG","48421","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48421.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755441,1948,1947.45,486,486.57,142,144.36,135,134,260,12272,105516,1.14,1.24,393.64,"cm",0.03,"INHS_FISH_48421",NA,NA,49.49,49.47,12.35,12.36,3.61,3.67,3.43,3.4,6.61,0.79,6.81,"mm"
"INHS_FISH_48601",131819,"INHS_131819.JPG","48601","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48601.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10151392,2162,2162.07,553,552.29,145,158.5,151,150.12,299,16232,142089,178.04,-1.8,391.058,"cm",-2.33,"INHS_FISH_48601",NA,NA,55.29,55.29,14.14,14.12,3.71,4.05,3.86,3.84,7.65,1.06,9.29,"mm"
"INHS_FISH_48618",131825,"INHS_131825.JPG","48618","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48618.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11580989,1830,1835.22,452,451.13,118,121.05,132,131.06,220,11637,82096,175.11,-4.72,394.542,"cm",-4.62,"INHS_FISH_48618",NA,NA,46.38,46.52,11.46,11.43,2.99,3.07,3.35,3.32,5.58,0.75,5.27,"mm"
"INHS_FISH_48641",131831,"INHS_131831.JPG","48641","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48641.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11073948,2085,2084.05,446,445,103,109.79,148,147.03,244,15598,93318,2.12,0.38,392.061,"cm",0.62,"INHS_FISH_48641",NA,NA,53.18,53.16,11.38,11.35,2.63,2.8,3.77,3.75,6.22,1.01,6.07,"mm"
"INHS_FISH_49726",131922,"INHS_131922.JPG","49726","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49726.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11282398,1627,1628.66,389,388.94,107,107.3,112,111.16,204,8505,68338,4.6,3.27,391.761,"cm",3.51,"INHS_FISH_49726",NA,NA,41.53,41.57,9.93,9.93,2.73,2.74,2.86,2.84,5.21,0.55,4.45,"mm"
"INHS_FISH_49736",131923,"INHS_131923.JPG","49736","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49736.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10236583,3350,3351.37,718,717.71,211,230.18,206,205.24,366,25961,217884,177.96,-2.15,329.983,"cm",-2.49,"INHS_FISH_49736",NA,NA,101.52,101.56,21.76,21.75,6.39,6.98,6.24,6.22,11.09,2.38,20.01,"mm"
"INHS_FISH_49923",131981,"INHS_131981.JPG","49923","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49923.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10974834,1100,1118.14,288,287.77,70,70.26,96,95.02,158,6523,39782,12.57,10.62,394.993,"cm",11.23,"INHS_FISH_49923",NA,NA,27.85,28.31,7.29,7.29,1.77,1.78,2.43,2.41,4,0.42,2.55,"mm"
"INHS_FISH_50050",132017,"INHS_132017.JPG","50050","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50050.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10994938,2098,2097.13,474,473.66,135,138.08,135,134.37,247,12807,99896,1.61,0.63,394.594,"cm",1.01,"INHS_FISH_50050",NA,NA,53.17,53.15,12.01,12,3.42,3.5,3.42,3.41,6.26,0.82,6.42,"mm"
"INHS_FISH_50068",132021,"INHS_132021.JPG","50068","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50068.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11121364,2180,2181.48,539,538.73,155,155.32,173,172.1,281,22566,121459,3.86,2.73,392.461,"cm",3.35,"INHS_FISH_50068",NA,NA,55.55,55.58,13.73,13.73,3.95,3.96,4.41,4.39,7.16,1.47,7.89,"mm"
"INHS_FISH_50071",132024,"INHS_132024.JPG","50071","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50071.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9915529,1254,1253.34,288,287.11,76,85.88,95,94.34,164,6096,41847,0.39,-1.33,391.76,"cm",-1.1,"INHS_FISH_50071",NA,NA,32.01,31.99,7.35,7.33,1.94,2.19,2.42,2.41,4.19,0.4,2.73,"mm"
"INHS_FISH_50103",132030,"INHS_132030.JPG","50103","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50103.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10814033,1781,1781.34,424,423.57,119,125.87,119,118.15,226,9262,77870,178.91,-2.22,394.441,"cm",-2.09,"INHS_FISH_50103",NA,NA,45.15,45.16,10.75,10.74,3.02,3.19,3.02,3,5.73,0.6,5.01,"mm"
"INHS_FISH_50104",132031,"INHS_132031.JPG","50104","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50104.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11065141,1447,1480.98,395,397.42,120,120.34,114,113.11,213,9745,69501,14.85,12.48,396.228,"cm",14.49,"INHS_FISH_50104",NA,NA,36.52,37.38,9.97,10.03,3.03,3.04,2.88,2.85,5.38,0.62,4.43,"mm"
"INHS_FISH_50378",132118,"INHS_132118.JPG","50378","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50378.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11259765,1034,1053.14,263,262.84,58,58.31,93,92.02,148,5546,35456,13.93,11.22,396.659,"cm",12.87,"INHS_FISH_50378",NA,NA,26.07,26.55,6.63,6.63,1.46,1.47,2.34,2.32,3.73,0.35,2.25,"mm"
"INHS_FISH_51451",132411,"INHS_132411.JPG","51451","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51451.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11004924,1822,1824.44,479,480.11,151,151.85,136,135.13,271,14383,104149,4.29,3.52,392.646,"cm",4.59,"INHS_FISH_51451",NA,NA,46.4,46.47,12.2,12.23,3.85,3.87,3.46,3.44,6.9,0.93,6.76,"mm"
"INHS_FISH_51491",132426,"INHS_132426.JPG","51491","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51491.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11092286,2188,2190.07,519,518.6,151,154.78,145,144.12,279,14322,116324,3.23,3.04,393.759,"cm",3.31,"INHS_FISH_51491",NA,NA,55.57,55.62,13.18,13.17,3.83,3.93,3.68,3.66,7.09,0.92,7.5,"mm"
"INHS_FISH_51678",132462,"INHS_132462.JPG","51678","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51678.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11113006,1980,1996.4,441,447.95,123,123.58,126,125.26,229,10741,86195,8.97,7.57,391.682,"cm",8.51,"INHS_FISH_51678",NA,NA,50.55,50.97,11.26,11.44,3.14,3.16,3.22,3.2,5.85,0.7,5.62,"mm"
"INHS_FISH_51799",132490,"INHS_132490.JPG","51799","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51799.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11495496,1429,1434.27,341,344.26,91,91.02,123,122.2,190,9282,53847,4.86,5.36,393.471,"cm",5.02,"INHS_FISH_51799",NA,NA,36.32,36.45,8.67,8.75,2.31,2.31,3.13,3.11,4.83,0.6,3.48,"mm"
"INHS_FISH_51878",132511,"INHS_132511.JPG","51878","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51878.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11258375,1905,1906.62,478,480.28,126,126.25,147,146.03,252,15817,100011,2.97,3.01,393.26,"cm",3.24,"INHS_FISH_51878",NA,NA,48.44,48.48,12.15,12.21,3.2,3.21,3.74,3.71,6.41,1.02,6.47,"mm"
"INHS_FISH_52831",132743,"INHS_132743.JPG","52831","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_52831.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11483400,1126,1125.3,255,254.39,46,48.7,80,79.01,132,4713,30198,2.59,1.32,393.462,"cm",1.68,"INHS_FISH_52831",NA,NA,28.62,28.6,6.48,6.47,1.17,1.24,2.03,2.01,3.35,0.3,1.95,"mm"
"INHS_FISH_53960",132995,"INHS_132995.JPG","53960","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_53960.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11138935,1777,1782.75,459,459.74,126,127.58,155,154.01,256,16449,98503,4.81,4.99,394.614,"cm",5.15,"INHS_FISH_53960",NA,NA,45.03,45.18,11.63,11.65,3.19,3.23,3.93,3.9,6.49,1.06,6.33,"mm"
"INHS_FISH_53966",132997,"INHS_132997.JPG","53966","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_53966.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11321092,1766,1767.66,411,410.95,118,121.05,118,117.21,212,9398,71339,3.48,3.15,394.515,"cm",3.29,"INHS_FISH_53966",NA,NA,44.76,44.81,10.42,10.42,2.99,3.07,2.99,2.97,5.37,0.6,4.58,"mm"
"INHS_FISH_54290",133080,"INHS_133080.JPG","54290","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54290.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11406759,1610,1611.4,415,417.51,109,111.4,138,137.09,216,12505,78206,2.93,3.13,396.925,"cm",3.6,"INHS_FISH_54290",NA,NA,40.56,40.6,10.46,10.52,2.75,2.81,3.48,3.45,5.44,0.79,4.96,"mm"
"INHS_FISH_54292",133081,"INHS_133081.JPG","54292","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54292.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11406859,1502,1507.89,370,369.91,97,99.04,124,123.26,207,9954,63939,6.31,5.48,392.705,"cm",6.56,"INHS_FISH_54292",NA,NA,38.25,38.4,9.42,9.42,2.47,2.52,3.16,3.14,5.27,0.65,4.15,"mm"
"INHS_FISH_54294",133082,"INHS_133082.JPG","54294","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54294.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11010429,1994,1993.13,521,520.01,158,163.49,162,161.05,297,17649,123714,1.35,0.66,394.574,"cm",1.2,"INHS_FISH_54294",NA,NA,50.54,50.51,13.2,13.18,4,4.14,4.11,4.08,7.53,1.13,7.95,"mm"
"INHS_FISH_54317",133098,"INHS_133098.JPG","54317","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54317.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11282800,1404,1405.39,300,299.33,59,60.64,92,93.17,171,6770,46297,178.39,-3.34,394.215,"cm",-1.81,"INHS_FISH_54317",NA,NA,35.62,35.65,7.61,7.59,1.5,1.54,2.33,2.36,4.34,0.44,2.98,"mm"
"INHS_FISH_54318",133099,"INHS_133099.JPG","54318","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54318.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10959796,2107,2106.57,512,515.24,150,150.08,139,138.18,268,14079,111738,1.76,1.33,394.345,"cm",1.67,"INHS_FISH_54318",NA,NA,53.43,53.42,12.98,13.07,3.8,3.81,3.52,3.5,6.8,0.91,7.19,"mm"
"INHS_FISH_54319",133100,"INHS_133100.JPG","54319","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54319.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11297780,1976,1975.04,394,393,95,102.69,124,123.58,237,11851,83882,1.37,0.38,392.429,"cm",1.24,"INHS_FISH_54319",NA,NA,50.35,50.33,10.04,10.01,2.42,2.62,3.16,3.15,6.04,0.77,5.45,"mm"
"INHS_FISH_54320",133101,"INHS_133101.JPG","54320","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54320.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11424726,1477,1476.63,343,344.57,88,90.47,115,114,194,8239,55806,3.01,1.67,394.697,"cm",2.24,"INHS_FISH_54320",NA,NA,37.42,37.41,8.69,8.73,2.23,2.29,2.91,2.89,4.92,0.53,3.58,"mm"
"INHS_FISH_5553",122940,"INHS_122940.JPG","5553","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5553.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10956591,1757,1756.27,413,420.48,96,96.13,119,118.02,235,10647,85985,0.32,1.01,395.101,"cm",0.67,"INHS_FISH_5553",NA,NA,44.47,44.45,10.45,10.64,2.43,2.43,3.01,2.99,5.95,0.68,5.51,"mm"
"INHS_FISH_5569",122948,"INHS_122948.JPG","5569","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5569.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11570519,1257,1257.53,304,307.95,81,83.2,86,85,169,5232,45947,2.45,2.83,393.217,"cm",2.44,"INHS_FISH_5569",NA,NA,31.97,31.98,7.73,7.83,2.06,2.12,2.19,2.16,4.3,0.34,2.97,"mm"
"INHS_FISH_55734",133320,"INHS_133320.JPG","55734","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55734.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10585990,1912,1911.01,478,477.27,141,142.14,150,149.16,239,15121,92023,0.93,-0.15,391.373,"cm",0.27,"INHS_FISH_55734",NA,NA,48.85,48.83,12.21,12.19,3.6,3.63,3.83,3.81,6.11,0.99,6.01,"mm"
"INHS_FISH_55761",133327,"INHS_133327.JPG","55761","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55761.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10826759,2213,2260.35,478,483.66,140,140.43,143,142.09,257,14744,102260,12.14,11.87,390.464,"cm",11.84,"INHS_FISH_55761",NA,NA,56.68,57.89,12.24,12.39,3.59,3.6,3.66,3.64,6.58,0.97,6.71,"mm"
"INHS_FISH_55788",133334,"INHS_133334.JPG","55788","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55788.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10632818,1573,1572.01,383,382.33,105,106.89,122,121.02,212,10089,68170,179.41,0.22,395.411,"cm",0.15,"INHS_FISH_55788",NA,NA,39.78,39.76,9.69,9.67,2.66,2.7,3.09,3.06,5.36,0.65,4.36,"mm"
"INHS_FISH_55841",133344,"INHS_133344.JPG","55841","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55841.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10934007,2018,2017.11,469,468.04,125,134.26,140,139.13,252,13501,103716,0.72,-0.6,392.625,"cm",-0.48,"INHS_FISH_55841",NA,NA,51.4,51.37,11.95,11.92,3.18,3.42,3.57,3.54,6.42,0.88,6.73,"mm"
"INHS_FISH_5622",122961,"INHS_122961.JPG","5622","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5622.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11361512,1491,1497.63,356,359.71,95,95.01,110,109.02,203,8541,61573,6.2,5.79,393.236,"cm",5.93,"INHS_FISH_5622",NA,NA,37.92,38.08,9.05,9.15,2.42,2.42,2.8,2.77,5.16,0.55,3.98,"mm"
"INHS_FISH_56360",133435,"INHS_133435.JPG","56360","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_56360.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11217033,1464,1464.15,408,407.4,109,116.11,131,130.25,226,12073,73613,178.43,-2.27,395.198,"cm",-2.33,"INHS_FISH_56360",NA,NA,37.04,37.05,10.32,10.31,2.76,2.94,3.31,3.3,5.72,0.77,4.71,"mm"
"INHS_FISH_5672",122971,"INHS_122971.JPG","5672","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5672.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10815147,1454,1456.1,309,308.1,64,71.55,94,93.54,186,6183,49865,5.06,3.74,396.007,"cm",4.66,"INHS_FISH_5672",NA,NA,36.72,36.77,7.8,7.78,1.62,1.81,2.37,2.36,4.7,0.39,3.18,"mm"
"INHS_FISH_56846",133565,"INHS_133565.JPG","56846","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_56846.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972153,1076,1075.98,254,253.51,55,61.27,83,82.02,145,5013,32765,178.26,-2.45,393.272,"cm",-2.17,"INHS_FISH_56846",NA,NA,27.36,27.36,6.46,6.45,1.4,1.56,2.11,2.09,3.69,0.32,2.12,"mm"
"INHS_FISH_57044",133637,"INHS_133637.JPG","57044","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57044.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10494551,1497,1496.65,395,394.32,117,130.15,110,109,212,8866,74472,2.96,1.68,394.571,"cm",2.62,"INHS_FISH_57044",NA,NA,37.94,37.93,10.01,9.99,2.97,3.3,2.79,2.76,5.37,0.57,4.78,"mm"
"INHS_FISH_57047",133638,"INHS_133638.JPG","57047","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57047.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11060777,2061,2062.73,500,500.02,143,146.54,146,145.88,301,15367,127482,175.25,-2.95,395.031,"cm",-4.79,"INHS_FISH_57047",NA,NA,52.17,52.22,12.66,12.66,3.62,3.71,3.7,3.69,7.62,0.98,8.17,"mm"
